category,type,comparative_word,is_to,sub_word,target_word
semantic,capital-world,Brussels,Belgium,Hanoi,Vietnam
semantic,capital-world,Brussels,Belgium,Harare,Zimbabwe
semantic,capital-world,Brussels,Belgium,Havana,Cuba
semantic,capital-world,Brussels,Belgium,Helsinki,Finland
semantic,capital-world,Brussels,Belgium,Islamabad,Pakistan
semantic,capital-world,Brussels,Belgium,Jakarta,Indonesia
semantic,capital-world,Brussels,Belgium,Kabul,Afghanistan
semantic,capital-world,Brussels,Belgium,Kampala,Uganda
semantic,capital-world,Brussels,Belgium,Kathmandu,Nepal
semantic,capital-world,Brussels,Belgium,Khartoum,Sudan
semantic,capital-world,Brussels,Belgium,Kiev,Ukraine
semantic,capital-world,Brussels,Belgium,Kigali,Rwanda
semantic,capital-world,Brussels,Belgium,Kingston,Jamaica
semantic,capital-world,Brussels,Belgium,Libreville,Gabon
semantic,capital-world,Brussels,Belgium,Lilongwe,Malawi
semantic,capital-world,Brussels,Belgium,Lima,Peru
semantic,capital-world,Brussels,Belgium,Lisbon,Portugal
semantic,capital-world,Brussels,Belgium,Ljubljana,Slovenia
semantic,capital-world,Brussels,Belgium,London,England
semantic,capital-world,Brussels,Belgium,Luanda,Angola
semantic,capital-world,Brussels,Belgium,Lusaka,Zambia
semantic,capital-world,Bucharest,Romania,Budapest,Hungary
semantic,capital-world,Bucharest,Romania,Bujumbura,Burundi
semantic,capital-world,Bucharest,Romania,Cairo,Egypt
semantic,capital-world,Bucharest,Romania,Canberra,Australia
semantic,capital-world,Bucharest,Romania,Caracas,Venezuela
semantic,capital-world,Bucharest,Romania,Chisinau,Moldova
semantic,capital-world,Bucharest,Romania,Conakry,Guinea
semantic,capital-world,Bucharest,Romania,Copenhagen,Denmark
semantic,capital-world,Bucharest,Romania,Dakar,Senegal
semantic,capital-world,Bucharest,Romania,Damascus,Syria
semantic,capital-world,Bucharest,Romania,Dhaka,Bangladesh
semantic,capital-world,Bucharest,Romania,Doha,Qatar
semantic,capital-world,Bucharest,Romania,Dublin,Ireland
semantic,capital-world,Bucharest,Romania,Dushanbe,Tajikistan
semantic,capital-world,Bucharest,Romania,Funafuti,Tuvalu
semantic,capital-world,Bucharest,Romania,Gaborone,Botswana
semantic,capital-world,Bucharest,Romania,Georgetown,Guyana
semantic,capital-world,Bucharest,Romania,Hanoi,Vietnam
semantic,capital-world,Bucharest,Romania,Harare,Zimbabwe
semantic,capital-world,Bucharest,Romania,Havana,Cuba
semantic,capital-world,Bucharest,Romania,Helsinki,Finland
semantic,capital-world,Bucharest,Romania,Islamabad,Pakistan
semantic,capital-world,Bucharest,Romania,Jakarta,Indonesia
semantic,capital-world,Bucharest,Romania,Kabul,Afghanistan
semantic,capital-world,Bucharest,Romania,Kampala,Uganda
semantic,capital-world,Bucharest,Romania,Kathmandu,Nepal
semantic,capital-world,Bucharest,Romania,Khartoum,Sudan
semantic,capital-world,Bucharest,Romania,Kiev,Ukraine
semantic,capital-world,Bucharest,Romania,Kigali,Rwanda
semantic,capital-world,Bucharest,Romania,Kingston,Jamaica
semantic,capital-world,Bucharest,Romania,Libreville,Gabon
semantic,capital-world,Bucharest,Romania,Lilongwe,Malawi
semantic,capital-world,Bucharest,Romania,Lima,Peru
semantic,capital-world,Bucharest,Romania,Lisbon,Portugal
semantic,capital-world,Bucharest,Romania,Ljubljana,Slovenia
semantic,capital-world,Bucharest,Romania,London,England
semantic,capital-world,Bucharest,Romania,Luanda,Angola
semantic,capital-world,Bucharest,Romania,Lusaka,Zambia
semantic,capital-world,Bucharest,Romania,Madrid,Spain
semantic,capital-world,Budapest,Hungary,Bujumbura,Burundi
semantic,capital-world,Budapest,Hungary,Cairo,Egypt
semantic,capital-world,Budapest,Hungary,Canberra,Australia
semantic,capital-world,Budapest,Hungary,Caracas,Venezuela
semantic,capital-world,Budapest,Hungary,Chisinau,Moldova
semantic,capital-world,Budapest,Hungary,Conakry,Guinea
semantic,capital-world,Budapest,Hungary,Copenhagen,Denmark
semantic,capital-world,Budapest,Hungary,Dakar,Senegal
semantic,capital-world,Budapest,Hungary,Damascus,Syria
semantic,capital-world,Budapest,Hungary,Dhaka,Bangladesh
semantic,capital-world,Budapest,Hungary,Doha,Qatar
semantic,capital-world,Budapest,Hungary,Dublin,Ireland
semantic,capital-world,Budapest,Hungary,Dushanbe,Tajikistan
semantic,capital-world,Budapest,Hungary,Funafuti,Tuvalu
semantic,capital-world,Budapest,Hungary,Gaborone,Botswana
semantic,capital-world,Budapest,Hungary,Georgetown,Guyana
semantic,capital-world,Budapest,Hungary,Hanoi,Vietnam
semantic,capital-world,Budapest,Hungary,Harare,Zimbabwe
semantic,capital-world,Budapest,Hungary,Havana,Cuba
semantic,capital-world,Budapest,Hungary,Helsinki,Finland
semantic,capital-world,Budapest,Hungary,Islamabad,Pakistan
semantic,capital-world,Budapest,Hungary,Jakarta,Indonesia
semantic,capital-world,Budapest,Hungary,Kabul,Afghanistan
semantic,capital-world,Budapest,Hungary,Kampala,Uganda
semantic,capital-world,Budapest,Hungary,Kathmandu,Nepal
semantic,capital-world,Budapest,Hungary,Khartoum,Sudan
semantic,capital-world,Budapest,Hungary,Kiev,Ukraine
semantic,capital-world,Budapest,Hungary,Kigali,Rwanda
semantic,capital-world,Budapest,Hungary,Kingston,Jamaica
semantic,capital-world,Budapest,Hungary,Libreville,Gabon
semantic,capital-world,Budapest,Hungary,Lilongwe,Malawi
semantic,capital-world,Budapest,Hungary,Lima,Peru
semantic,capital-world,Budapest,Hungary,Lisbon,Portugal
semantic,capital-world,Budapest,Hungary,Ljubljana,Slovenia
semantic,capital-world,Budapest,Hungary,London,England
semantic,capital-world,Budapest,Hungary,Luanda,Angola
semantic,capital-world,Budapest,Hungary,Lusaka,Zambia
semantic,capital-world,Budapest,Hungary,Madrid,Spain
semantic,capital-world,Budapest,Hungary,Managua,Nicaragua
semantic,capital-world,Bujumbura,Burundi,Cairo,Egypt
semantic,capital-world,Bujumbura,Burundi,Canberra,Australia
semantic,capital-world,Bujumbura,Burundi,Caracas,Venezuela
semantic,capital-world,Bujumbura,Burundi,Chisinau,Moldova
semantic,capital-world,Bujumbura,Burundi,Conakry,Guinea
semantic,capital-world,Bujumbura,Burundi,Copenhagen,Denmark
semantic,capital-world,Bujumbura,Burundi,Dakar,Senegal
semantic,capital-world,Bujumbura,Burundi,Damascus,Syria
semantic,capital-world,Bujumbura,Burundi,Dhaka,Bangladesh
semantic,capital-world,Bujumbura,Burundi,Doha,Qatar
semantic,capital-world,Bujumbura,Burundi,Dublin,Ireland
semantic,capital-world,Bujumbura,Burundi,Dushanbe,Tajikistan
semantic,capital-world,Bujumbura,Burundi,Funafuti,Tuvalu
semantic,capital-world,Bujumbura,Burundi,Gaborone,Botswana
semantic,capital-world,Bujumbura,Burundi,Georgetown,Guyana
semantic,capital-world,Bujumbura,Burundi,Hanoi,Vietnam
semantic,capital-world,Bujumbura,Burundi,Harare,Zimbabwe
semantic,capital-world,Bujumbura,Burundi,Havana,Cuba
semantic,capital-world,Bujumbura,Burundi,Helsinki,Finland
semantic,capital-world,Bujumbura,Burundi,Islamabad,Pakistan
semantic,capital-world,Bujumbura,Burundi,Jakarta,Indonesia
semantic,capital-world,Bujumbura,Burundi,Kabul,Afghanistan
semantic,capital-world,Bujumbura,Burundi,Kampala,Uganda
semantic,capital-world,Bujumbura,Burundi,Kathmandu,Nepal
semantic,capital-world,Bujumbura,Burundi,Khartoum,Sudan
semantic,capital-world,Bujumbura,Burundi,Kiev,Ukraine
semantic,capital-world,Bujumbura,Burundi,Kigali,Rwanda
semantic,capital-world,Bujumbura,Burundi,Kingston,Jamaica
semantic,capital-world,Bujumbura,Burundi,Libreville,Gabon
semantic,capital-world,Bujumbura,Burundi,Lilongwe,Malawi
semantic,capital-world,Bujumbura,Burundi,Lima,Peru
semantic,capital-world,Bujumbura,Burundi,Lisbon,Portugal
semantic,capital-world,Bujumbura,Burundi,Ljubljana,Slovenia
semantic,capital-world,Bujumbura,Burundi,London,England
semantic,capital-world,Bujumbura,Burundi,Luanda,Angola
semantic,capital-world,Bujumbura,Burundi,Lusaka,Zambia
semantic,capital-world,Bujumbura,Burundi,Madrid,Spain
semantic,capital-world,Bujumbura,Burundi,Managua,Nicaragua
semantic,capital-world,Bujumbura,Burundi,Manama,Bahrain
semantic,capital-world,Cairo,Egypt,Canberra,Australia
semantic,capital-world,Cairo,Egypt,Caracas,Venezuela
semantic,capital-world,Cairo,Egypt,Chisinau,Moldova
semantic,capital-world,Cairo,Egypt,Conakry,Guinea
semantic,capital-world,Cairo,Egypt,Copenhagen,Denmark
semantic,capital-world,Cairo,Egypt,Dakar,Senegal
semantic,capital-world,Cairo,Egypt,Damascus,Syria
semantic,capital-world,Cairo,Egypt,Dhaka,Bangladesh
semantic,capital-world,Cairo,Egypt,Doha,Qatar
semantic,capital-world,Cairo,Egypt,Dublin,Ireland
semantic,capital-world,Cairo,Egypt,Dushanbe,Tajikistan
semantic,capital-world,Cairo,Egypt,Funafuti,Tuvalu
semantic,capital-world,Cairo,Egypt,Gaborone,Botswana
semantic,capital-world,Cairo,Egypt,Georgetown,Guyana
semantic,capital-world,Cairo,Egypt,Hanoi,Vietnam
semantic,capital-world,Cairo,Egypt,Harare,Zimbabwe
semantic,capital-world,Cairo,Egypt,Havana,Cuba
semantic,capital-world,Cairo,Egypt,Helsinki,Finland
semantic,capital-world,Cairo,Egypt,Islamabad,Pakistan
semantic,capital-world,Cairo,Egypt,Jakarta,Indonesia
semantic,capital-world,Cairo,Egypt,Kabul,Afghanistan
semantic,capital-world,Cairo,Egypt,Kampala,Uganda
semantic,capital-world,Cairo,Egypt,Kathmandu,Nepal
semantic,capital-world,Cairo,Egypt,Khartoum,Sudan
semantic,capital-world,Cairo,Egypt,Kiev,Ukraine
semantic,capital-world,Cairo,Egypt,Kigali,Rwanda
semantic,capital-world,Cairo,Egypt,Kingston,Jamaica
semantic,capital-world,Cairo,Egypt,Libreville,Gabon
semantic,capital-world,Cairo,Egypt,Lilongwe,Malawi
semantic,capital-world,Cairo,Egypt,Lima,Peru
semantic,capital-world,Cairo,Egypt,Lisbon,Portugal
semantic,capital-world,Cairo,Egypt,Ljubljana,Slovenia
semantic,capital-world,Cairo,Egypt,London,England
semantic,capital-world,Cairo,Egypt,Luanda,Angola
semantic,capital-world,Cairo,Egypt,Lusaka,Zambia
semantic,capital-world,Cairo,Egypt,Madrid,Spain
semantic,capital-world,Cairo,Egypt,Managua,Nicaragua
semantic,capital-world,Cairo,Egypt,Manama,Bahrain
semantic,capital-world,Cairo,Egypt,Manila,Philippines
semantic,capital-world,Canberra,Australia,Caracas,Venezuela
semantic,capital-world,Canberra,Australia,Chisinau,Moldova
semantic,capital-world,Canberra,Australia,Conakry,Guinea
semantic,capital-world,Canberra,Australia,Copenhagen,Denmark
semantic,capital-world,Canberra,Australia,Dakar,Senegal
semantic,capital-world,Canberra,Australia,Damascus,Syria
semantic,capital-world,Canberra,Australia,Dhaka,Bangladesh
semantic,capital-world,Canberra,Australia,Doha,Qatar
semantic,capital-world,Canberra,Australia,Dublin,Ireland
semantic,capital-world,Canberra,Australia,Dushanbe,Tajikistan
semantic,capital-world,Canberra,Australia,Funafuti,Tuvalu
semantic,capital-world,Canberra,Australia,Gaborone,Botswana
semantic,capital-world,Canberra,Australia,Georgetown,Guyana
semantic,capital-world,Canberra,Australia,Hanoi,Vietnam
semantic,capital-world,Canberra,Australia,Harare,Zimbabwe
semantic,capital-world,Canberra,Australia,Havana,Cuba
semantic,capital-world,Canberra,Australia,Helsinki,Finland
semantic,capital-world,Canberra,Australia,Islamabad,Pakistan
semantic,capital-world,Canberra,Australia,Jakarta,Indonesia
semantic,capital-world,Canberra,Australia,Kabul,Afghanistan
semantic,capital-world,Canberra,Australia,Kampala,Uganda
semantic,capital-world,Canberra,Australia,Kathmandu,Nepal
semantic,capital-world,Canberra,Australia,Khartoum,Sudan
semantic,capital-world,Canberra,Australia,Kiev,Ukraine
semantic,capital-world,Canberra,Australia,Kigali,Rwanda
semantic,capital-world,Canberra,Australia,Kingston,Jamaica
semantic,capital-world,Canberra,Australia,Libreville,Gabon
semantic,capital-world,Canberra,Australia,Lilongwe,Malawi
semantic,capital-world,Canberra,Australia,Lima,Peru
semantic,capital-world,Canberra,Australia,Lisbon,Portugal
semantic,capital-world,Canberra,Australia,Ljubljana,Slovenia
semantic,capital-world,Canberra,Australia,London,England
semantic,capital-world,Canberra,Australia,Luanda,Angola
semantic,capital-world,Canberra,Australia,Lusaka,Zambia
semantic,capital-world,Canberra,Australia,Madrid,Spain
semantic,capital-world,Canberra,Australia,Managua,Nicaragua
semantic,capital-world,Canberra,Australia,Manama,Bahrain
semantic,capital-world,Canberra,Australia,Manila,Philippines
semantic,capital-world,Canberra,Australia,Maputo,Mozambique
semantic,capital-world,Caracas,Venezuela,Chisinau,Moldova
semantic,capital-world,Caracas,Venezuela,Conakry,Guinea
semantic,capital-world,Caracas,Venezuela,Copenhagen,Denmark
semantic,capital-world,Caracas,Venezuela,Dakar,Senegal
semantic,capital-world,Caracas,Venezuela,Damascus,Syria
semantic,capital-world,Caracas,Venezuela,Dhaka,Bangladesh
semantic,capital-world,Caracas,Venezuela,Doha,Qatar
semantic,capital-world,Caracas,Venezuela,Dublin,Ireland
semantic,capital-world,Caracas,Venezuela,Dushanbe,Tajikistan
semantic,capital-world,Caracas,Venezuela,Funafuti,Tuvalu
semantic,capital-world,Caracas,Venezuela,Gaborone,Botswana
semantic,capital-world,Caracas,Venezuela,Georgetown,Guyana
semantic,capital-world,Caracas,Venezuela,Hanoi,Vietnam
semantic,capital-world,Caracas,Venezuela,Harare,Zimbabwe
semantic,capital-world,Caracas,Venezuela,Havana,Cuba
semantic,capital-world,Caracas,Venezuela,Helsinki,Finland
semantic,capital-world,Caracas,Venezuela,Islamabad,Pakistan
semantic,capital-world,Caracas,Venezuela,Jakarta,Indonesia
semantic,capital-world,Caracas,Venezuela,Kabul,Afghanistan
semantic,capital-world,Caracas,Venezuela,Kampala,Uganda
semantic,capital-world,Caracas,Venezuela,Kathmandu,Nepal
semantic,capital-world,Caracas,Venezuela,Khartoum,Sudan
semantic,capital-world,Caracas,Venezuela,Kiev,Ukraine
semantic,capital-world,Caracas,Venezuela,Kigali,Rwanda
semantic,capital-world,Caracas,Venezuela,Kingston,Jamaica
semantic,capital-world,Caracas,Venezuela,Libreville,Gabon
semantic,capital-world,Caracas,Venezuela,Lilongwe,Malawi
semantic,capital-world,Caracas,Venezuela,Lima,Peru
semantic,capital-world,Caracas,Venezuela,Lisbon,Portugal
semantic,capital-world,Caracas,Venezuela,Ljubljana,Slovenia
semantic,capital-world,Caracas,Venezuela,London,England
semantic,capital-world,Caracas,Venezuela,Luanda,Angola
semantic,capital-world,Caracas,Venezuela,Lusaka,Zambia
semantic,capital-world,Caracas,Venezuela,Madrid,Spain
semantic,capital-world,Caracas,Venezuela,Managua,Nicaragua
semantic,capital-world,Caracas,Venezuela,Manama,Bahrain
semantic,capital-world,Caracas,Venezuela,Manila,Philippines
semantic,capital-world,Caracas,Venezuela,Maputo,Mozambique
semantic,capital-world,Caracas,Venezuela,Minsk,Belarus
semantic,capital-world,Chisinau,Moldova,Conakry,Guinea
semantic,capital-world,Chisinau,Moldova,Copenhagen,Denmark
semantic,capital-world,Chisinau,Moldova,Dakar,Senegal
semantic,capital-world,Chisinau,Moldova,Damascus,Syria
semantic,capital-world,Chisinau,Moldova,Dhaka,Bangladesh
semantic,capital-world,Chisinau,Moldova,Doha,Qatar
semantic,capital-world,Chisinau,Moldova,Dublin,Ireland
semantic,capital-world,Chisinau,Moldova,Dushanbe,Tajikistan
semantic,capital-world,Chisinau,Moldova,Funafuti,Tuvalu
semantic,capital-world,Chisinau,Moldova,Gaborone,Botswana
semantic,capital-world,Chisinau,Moldova,Georgetown,Guyana
semantic,capital-world,Chisinau,Moldova,Hanoi,Vietnam
semantic,capital-world,Chisinau,Moldova,Harare,Zimbabwe
semantic,capital-world,Chisinau,Moldova,Havana,Cuba
semantic,capital-world,Chisinau,Moldova,Helsinki,Finland
semantic,capital-world,Chisinau,Moldova,Islamabad,Pakistan
semantic,capital-world,Chisinau,Moldova,Jakarta,Indonesia
semantic,capital-world,Chisinau,Moldova,Kabul,Afghanistan
semantic,capital-world,Chisinau,Moldova,Kampala,Uganda
semantic,capital-world,Chisinau,Moldova,Kathmandu,Nepal
semantic,capital-world,Chisinau,Moldova,Khartoum,Sudan
semantic,capital-world,Chisinau,Moldova,Kiev,Ukraine
semantic,capital-world,Chisinau,Moldova,Kigali,Rwanda
semantic,capital-world,Chisinau,Moldova,Kingston,Jamaica
semantic,capital-world,Chisinau,Moldova,Libreville,Gabon
semantic,capital-world,Chisinau,Moldova,Lilongwe,Malawi
semantic,capital-world,Chisinau,Moldova,Lima,Peru
semantic,capital-world,Chisinau,Moldova,Lisbon,Portugal
semantic,capital-world,Chisinau,Moldova,Ljubljana,Slovenia
semantic,capital-world,Chisinau,Moldova,London,England
semantic,capital-world,Chisinau,Moldova,Luanda,Angola
semantic,capital-world,Chisinau,Moldova,Lusaka,Zambia
semantic,capital-world,Chisinau,Moldova,Madrid,Spain
semantic,capital-world,Chisinau,Moldova,Managua,Nicaragua
semantic,capital-world,Chisinau,Moldova,Manama,Bahrain
semantic,capital-world,Chisinau,Moldova,Manila,Philippines
semantic,capital-world,Chisinau,Moldova,Maputo,Mozambique
semantic,capital-world,Chisinau,Moldova,Minsk,Belarus
semantic,capital-world,Chisinau,Moldova,Mogadishu,Somalia
semantic,capital-world,Conakry,Guinea,Copenhagen,Denmark
semantic,capital-world,Conakry,Guinea,Dakar,Senegal
semantic,capital-world,Conakry,Guinea,Damascus,Syria
semantic,capital-world,Conakry,Guinea,Dhaka,Bangladesh
semantic,capital-world,Conakry,Guinea,Doha,Qatar
semantic,capital-world,Conakry,Guinea,Dublin,Ireland
semantic,capital-world,Conakry,Guinea,Dushanbe,Tajikistan
semantic,capital-world,Conakry,Guinea,Funafuti,Tuvalu
semantic,capital-world,Conakry,Guinea,Gaborone,Botswana
semantic,capital-world,Conakry,Guinea,Georgetown,Guyana
semantic,capital-world,Conakry,Guinea,Hanoi,Vietnam
semantic,capital-world,Conakry,Guinea,Harare,Zimbabwe
semantic,capital-world,Conakry,Guinea,Havana,Cuba
semantic,capital-world,Conakry,Guinea,Helsinki,Finland
semantic,capital-world,Conakry,Guinea,Islamabad,Pakistan
semantic,capital-world,Conakry,Guinea,Jakarta,Indonesia
semantic,capital-world,Conakry,Guinea,Kabul,Afghanistan
semantic,capital-world,Conakry,Guinea,Kampala,Uganda
semantic,capital-world,Conakry,Guinea,Kathmandu,Nepal
semantic,capital-world,Conakry,Guinea,Khartoum,Sudan
semantic,capital-world,Conakry,Guinea,Kiev,Ukraine
semantic,capital-world,Conakry,Guinea,Kigali,Rwanda
semantic,capital-world,Conakry,Guinea,Kingston,Jamaica
semantic,capital-world,Conakry,Guinea,Libreville,Gabon
semantic,capital-world,Conakry,Guinea,Lilongwe,Malawi
semantic,capital-world,Conakry,Guinea,Lima,Peru
semantic,capital-world,Conakry,Guinea,Lisbon,Portugal
semantic,capital-world,Conakry,Guinea,Ljubljana,Slovenia
semantic,capital-world,Conakry,Guinea,London,England
semantic,capital-world,Conakry,Guinea,Luanda,Angola
semantic,capital-world,Conakry,Guinea,Lusaka,Zambia
semantic,capital-world,Conakry,Guinea,Madrid,Spain
semantic,capital-world,Conakry,Guinea,Managua,Nicaragua
semantic,capital-world,Conakry,Guinea,Manama,Bahrain
semantic,capital-world,Conakry,Guinea,Manila,Philippines
semantic,capital-world,Conakry,Guinea,Maputo,Mozambique
semantic,capital-world,Conakry,Guinea,Minsk,Belarus
semantic,capital-world,Conakry,Guinea,Mogadishu,Somalia
semantic,capital-world,Conakry,Guinea,Monrovia,Liberia
semantic,capital-world,Copenhagen,Denmark,Dakar,Senegal
semantic,capital-world,Copenhagen,Denmark,Damascus,Syria
semantic,capital-world,Copenhagen,Denmark,Dhaka,Bangladesh
semantic,capital-world,Copenhagen,Denmark,Doha,Qatar
semantic,capital-world,Copenhagen,Denmark,Dublin,Ireland
semantic,capital-world,Copenhagen,Denmark,Dushanbe,Tajikistan
semantic,capital-world,Copenhagen,Denmark,Funafuti,Tuvalu
semantic,capital-world,Copenhagen,Denmark,Gaborone,Botswana
semantic,capital-world,Copenhagen,Denmark,Georgetown,Guyana
semantic,capital-world,Copenhagen,Denmark,Hanoi,Vietnam
semantic,capital-world,Copenhagen,Denmark,Harare,Zimbabwe
semantic,capital-world,Copenhagen,Denmark,Havana,Cuba
semantic,capital-world,Copenhagen,Denmark,Helsinki,Finland
semantic,capital-world,Copenhagen,Denmark,Islamabad,Pakistan
semantic,capital-world,Copenhagen,Denmark,Jakarta,Indonesia
semantic,capital-world,Copenhagen,Denmark,Kabul,Afghanistan
semantic,capital-world,Copenhagen,Denmark,Kampala,Uganda
semantic,capital-world,Copenhagen,Denmark,Kathmandu,Nepal
semantic,capital-world,Copenhagen,Denmark,Khartoum,Sudan
semantic,capital-world,Copenhagen,Denmark,Kiev,Ukraine
semantic,capital-world,Copenhagen,Denmark,Kigali,Rwanda
semantic,capital-world,Copenhagen,Denmark,Kingston,Jamaica
semantic,capital-world,Copenhagen,Denmark,Libreville,Gabon
semantic,capital-world,Copenhagen,Denmark,Lilongwe,Malawi
semantic,capital-world,Copenhagen,Denmark,Lima,Peru
semantic,capital-world,Copenhagen,Denmark,Lisbon,Portugal
semantic,capital-world,Copenhagen,Denmark,Ljubljana,Slovenia
semantic,capital-world,Copenhagen,Denmark,London,England
semantic,capital-world,Copenhagen,Denmark,Luanda,Angola
semantic,capital-world,Copenhagen,Denmark,Lusaka,Zambia
semantic,capital-world,Copenhagen,Denmark,Madrid,Spain
semantic,capital-world,Copenhagen,Denmark,Managua,Nicaragua
semantic,capital-world,Copenhagen,Denmark,Manama,Bahrain
semantic,capital-world,Copenhagen,Denmark,Manila,Philippines
semantic,capital-world,Copenhagen,Denmark,Maputo,Mozambique
semantic,capital-world,Copenhagen,Denmark,Minsk,Belarus
semantic,capital-world,Copenhagen,Denmark,Mogadishu,Somalia
semantic,capital-world,Copenhagen,Denmark,Monrovia,Liberia
semantic,capital-world,Copenhagen,Denmark,Montevideo,Uruguay
semantic,capital-world,Dakar,Senegal,Damascus,Syria
semantic,capital-world,Dakar,Senegal,Dhaka,Bangladesh
semantic,capital-world,Dakar,Senegal,Doha,Qatar
semantic,capital-world,Dakar,Senegal,Dublin,Ireland
semantic,capital-world,Dakar,Senegal,Dushanbe,Tajikistan
semantic,capital-world,Dakar,Senegal,Funafuti,Tuvalu
semantic,capital-world,Dakar,Senegal,Gaborone,Botswana
semantic,capital-world,Dakar,Senegal,Georgetown,Guyana
semantic,capital-world,Dakar,Senegal,Hanoi,Vietnam
semantic,capital-world,Dakar,Senegal,Harare,Zimbabwe
semantic,capital-world,Dakar,Senegal,Havana,Cuba
semantic,capital-world,Dakar,Senegal,Helsinki,Finland
semantic,capital-world,Dakar,Senegal,Islamabad,Pakistan
semantic,capital-world,Dakar,Senegal,Jakarta,Indonesia
semantic,capital-world,Dakar,Senegal,Kabul,Afghanistan
semantic,capital-world,Dakar,Senegal,Kampala,Uganda
semantic,capital-world,Dakar,Senegal,Kathmandu,Nepal
semantic,capital-world,Dakar,Senegal,Khartoum,Sudan
semantic,capital-world,Dakar,Senegal,Kiev,Ukraine
semantic,capital-world,Dakar,Senegal,Kigali,Rwanda
semantic,capital-world,Dakar,Senegal,Kingston,Jamaica
semantic,capital-world,Dakar,Senegal,Libreville,Gabon
semantic,capital-world,Dakar,Senegal,Lilongwe,Malawi
semantic,capital-world,Dakar,Senegal,Lima,Peru
semantic,capital-world,Dakar,Senegal,Lisbon,Portugal
semantic,capital-world,Dakar,Senegal,Ljubljana,Slovenia
semantic,capital-world,Dakar,Senegal,London,England
semantic,capital-world,Dakar,Senegal,Luanda,Angola
semantic,capital-world,Dakar,Senegal,Lusaka,Zambia
semantic,capital-world,Dakar,Senegal,Madrid,Spain
semantic,capital-world,Dakar,Senegal,Managua,Nicaragua
semantic,capital-world,Dakar,Senegal,Manama,Bahrain
semantic,capital-world,Dakar,Senegal,Manila,Philippines
semantic,capital-world,Dakar,Senegal,Maputo,Mozambique
semantic,capital-world,Dakar,Senegal,Minsk,Belarus
semantic,capital-world,Dakar,Senegal,Mogadishu,Somalia
semantic,capital-world,Dakar,Senegal,Monrovia,Liberia
semantic,capital-world,Dakar,Senegal,Montevideo,Uruguay
semantic,capital-world,Dakar,Senegal,Moscow,Russia
semantic,capital-world,Damascus,Syria,Dhaka,Bangladesh
semantic,capital-world,Damascus,Syria,Doha,Qatar
semantic,capital-world,Damascus,Syria,Dublin,Ireland
semantic,capital-world,Damascus,Syria,Dushanbe,Tajikistan
semantic,capital-world,Damascus,Syria,Funafuti,Tuvalu
semantic,capital-world,Damascus,Syria,Gaborone,Botswana
semantic,capital-world,Damascus,Syria,Georgetown,Guyana
semantic,capital-world,Damascus,Syria,Hanoi,Vietnam
semantic,capital-world,Damascus,Syria,Harare,Zimbabwe
semantic,capital-world,Damascus,Syria,Havana,Cuba
semantic,capital-world,Damascus,Syria,Helsinki,Finland
semantic,capital-world,Damascus,Syria,Islamabad,Pakistan
semantic,capital-world,Damascus,Syria,Jakarta,Indonesia
semantic,capital-world,Damascus,Syria,Kabul,Afghanistan
semantic,capital-world,Damascus,Syria,Kampala,Uganda
semantic,capital-world,Damascus,Syria,Kathmandu,Nepal
semantic,capital-world,Damascus,Syria,Khartoum,Sudan
semantic,capital-world,Damascus,Syria,Kiev,Ukraine
semantic,capital-world,Damascus,Syria,Kigali,Rwanda
semantic,capital-world,Damascus,Syria,Kingston,Jamaica
semantic,capital-world,Damascus,Syria,Libreville,Gabon
semantic,capital-world,Damascus,Syria,Lilongwe,Malawi
semantic,capital-world,Damascus,Syria,Lima,Peru
semantic,capital-world,Damascus,Syria,Lisbon,Portugal
semantic,capital-world,Damascus,Syria,Ljubljana,Slovenia
semantic,capital-world,Damascus,Syria,London,England
semantic,capital-world,Damascus,Syria,Luanda,Angola
semantic,capital-world,Damascus,Syria,Lusaka,Zambia
semantic,capital-world,Damascus,Syria,Madrid,Spain
semantic,capital-world,Damascus,Syria,Managua,Nicaragua
semantic,capital-world,Damascus,Syria,Manama,Bahrain
semantic,capital-world,Damascus,Syria,Manila,Philippines
semantic,capital-world,Damascus,Syria,Maputo,Mozambique
semantic,capital-world,Damascus,Syria,Minsk,Belarus
semantic,capital-world,Damascus,Syria,Mogadishu,Somalia
semantic,capital-world,Damascus,Syria,Monrovia,Liberia
semantic,capital-world,Damascus,Syria,Montevideo,Uruguay
semantic,capital-world,Damascus,Syria,Moscow,Russia
semantic,capital-world,Damascus,Syria,Muscat,Oman
semantic,capital-world,Dhaka,Bangladesh,Doha,Qatar
semantic,capital-world,Dhaka,Bangladesh,Dublin,Ireland
semantic,capital-world,Dhaka,Bangladesh,Dushanbe,Tajikistan
semantic,capital-world,Dhaka,Bangladesh,Funafuti,Tuvalu
semantic,capital-world,Dhaka,Bangladesh,Gaborone,Botswana
semantic,capital-world,Dhaka,Bangladesh,Georgetown,Guyana
semantic,capital-world,Dhaka,Bangladesh,Hanoi,Vietnam
semantic,capital-world,Dhaka,Bangladesh,Harare,Zimbabwe
semantic,capital-world,Dhaka,Bangladesh,Havana,Cuba
semantic,capital-world,Dhaka,Bangladesh,Helsinki,Finland
semantic,capital-world,Dhaka,Bangladesh,Islamabad,Pakistan
semantic,capital-world,Dhaka,Bangladesh,Jakarta,Indonesia
semantic,capital-world,Dhaka,Bangladesh,Kabul,Afghanistan
